705-90-5286,9307269355171,true,10,risus auctor sed
154-90-7948,6355781597150,false,2,tristique
752-46-9605,8807780012876,true,14,sit
607-11-2666,3415113591889,true,15,posuere
613-39-6385,6655041159742,false,10,potenti
810-46-8634,9624919620809,true,10,dui proin leo
228-21-5110,5949998473162,false,9,cum sociis
519-54-6247,3240141028607,true,5,phasellus
533-16-1286,8388534423770,true,1,lacinia sapien quis
192-12-7945,2103117883754,true,7,magna
158-08-6498,7093825965222,true,13,in hac habitasse
306-63-3807,4073698841118,false,8,in
261-66-3601,8053188400978,false,1,lectus
793-63-3243,8653201093091,true,7,ante ipsum primis
936-89-4785,5873481085521,false,13,lorem integer tincidunt
770-95-3444,9375130347724,false,6,turpis a pede
319-16-9786,9728124218586,false,14,odio porttitor
676-12-0648,2525817170805,true,15,fermentum
544-81-8441,3505982690893,false,8,blandit non interdum
441-53-3903,2723360300485,false,8,massa
877-81-1762,4858474357329,true,11,cum
830-58-8735,5688985156763,true,7,nam tristique
791-50-6579,6664456956130,false,8,nullam sit amet
520-28-1263,5735440653054,false,6,mauris non ligula
100-73-6246,2274911654477,true,4,sit amet
409-76-4295,2856526626916,true,3,sed lacus
449-20-9946,6619979902867,true,14,eget tincidunt
916-47-0786,4557912383476,false,5,nulla integer
507-95-5000,9953382894327,true,8,gravida sem
732-14-5508,8943278101487,true,7,ipsum
494-86-3114,2751960570404,false,13,vitae nisi
932-80-9730,6065925057915,true,3,suspendisse
543-12-1200,9247600780143,true,14,id
151-59-5315,4551592999531,true,12,quisque
665-23-2784,9685064563366,false,2,dictumst aliquam
783-97-5938,2749941376440,false,15,elementum nullam
519-36-7236,5321574152279,false,6,pretium
283-30-5146,7917393880076,true,14,eget
915-78-9179,6867246490676,false,8,sit
258-22-9456,7500326233769,true,3,donec vitae nisi
987-59-1852,6239714712499,false,5,sem praesent
176-72-9315,9697832814802,true,13,massa tempor convallis
755-21-1705,2208621157872,false,7,consequat metus
400-22-1338,2472582260823,false,2,ante vivamus tortor
326-64-1735,9658446609555,true,14,ut
424-28-8238,5623140342812,false,11,consequat
320-53-2251,3847258030336,true,8,nisi volutpat eleifend
158-28-6381,7535373197501,false,5,interdum mauris
845-77-4692,9222192732766,false,11,blandit lacinia erat
966-49-0003,7075141874552,false,15,congue vivamus
755-07-5344,5358519666662,true,2,sapien in
267-98-4629,2303988268887,false,2,nulla nisl nunc
950-50-0868,2623385992844,false,11,cum sociis
245-55-9145,9235369408325,true,3,donec
178-76-9049,5446939940665,false,2,volutpat sapien arcu
440-77-6743,9717487765158,false,7,aenean
185-70-3057,4022742737584,true,2,vitae consectetuer eget
481-38-5999,8408046485558,false,11,ipsum integer a
163-76-0512,7586003494767,false,12,lorem
883-07-5666,3105875117587,false,7,in faucibus
515-61-0393,3389710745782,true,7,sapien sapien non
425-80-1561,5431146601632,false,15,at dolor quis
585-92-5801,2922104239088,false,4,est phasellus sit
358-30-6596,5031095496505,false,2,lectus in est
265-58-1661,3535034831288,false,4,erat
533-66-2546,1154841921503,true,2,interdum venenatis
213-75-2593,6086707965229,false,6,iaculis congue
151-59-7650,9335051902462,false,7,quam fringilla rhoncus
935-82-6279,6961557513628,true,10,praesent blandit lacinia
163-28-1444,4622896801901,true,3,sit amet consectetuer
104-54-6952,7170460327721,false,1,donec quis orci
565-44-7228,6680640684193,true,13,vel
167-69-4632,6728868850954,false,15,sapien
757-06-5640,7307288260035,true,12,nulla integer pede
513-43-4312,6712127281873,false,3,vulputate ut
480-15-2173,5959856937599,false,6,ultrices vel
248-79-5544,6356904816351,false,14,vel dapibus at
946-07-4360,3366199691171,true,13,ultrices mattis
582-87-3274,6386542096971,true,7,suscipit nulla elit
810-99-3560,4934410384996,false,15,erat fermentum justo
140-30-7931,3901580921322,true,3,felis donec semper
378-96-0184,5829827520595,true,3,tempus sit
531-07-6095,5888894273576,false,9,nulla neque libero
176-82-3453,1469477000476,false,15,mollis
723-48-6455,7218254781788,false,6,in magna
296-35-7704,4979558814568,false,1,aliquam
580-22-4843,2772573554060,true,6,justo eu
218-47-2454,3038581201253,false,2,iaculis congue
861-88-1886,9070785723971,true,2,nec
891-25-0943,2678654680810,false,6,libero ut massa
148-30-0310,5857403055020,true,7,ut at dolor
948-31-0934,5265599793252,true,1,aliquet maecenas
853-70-5308,4020300553408,false,2,vestibulum ante ipsum
628-41-4459,9840008092821,true,8,varius ut blandit
556-25-6044,7118014921970,true,1,eget
689-31-6343,4040642239085,false,2,vestibulum ante
433-25-2300,9670345063080,false,13,id
374-42-1297,7898697174632,false,6,proin
469-57-4846,8523997907422,false,4,viverra eget
664-88-4124,6201766178186,false,6,semper porta
198-72-9736,3772481259039,true,15,et
909-66-4982,4463585213174,true,9,id sapien
896-20-9324,7437177282986,false,14,ipsum primis
488-95-9331,5966124040876,true,2,quisque
698-97-3450,1471375653262,true,8,eleifend pede libero
527-81-7394,3477041295321,false,15,erat
889-86-4046,3103129350556,true,13,tristique tortor eu
951-35-1703,6577532283301,false,8,ut massa
729-74-8273,7020367254120,false,11,neque duis
694-58-9683,7185265226076,false,15,sapien cum sociis
445-64-3079,4425305421676,false,14,et commodo
229-77-5772,6626692846342,false,3,magnis
733-18-9620,4027928552696,true,13,eu tincidunt in
967-03-2789,5472313486707,false,13,id
848-74-3400,4423813310143,false,4,iaculis
973-91-0048,3167451064303,false,3,imperdiet sapien urna
625-46-4775,9359314220406,true,3,ac tellus
639-40-3095,1525401366468,true,7,dis parturient montes
970-39-2726,2537850028646,true,9,justo
951-82-4293,2531647021507,true,3,vivamus
797-39-1425,9243186000232,true,1,nisi
539-96-0813,1901634708844,true,11,ut tellus nulla
992-35-2173,6971018034116,true,6,donec
458-66-3688,9062314816422,true,4,a odio in
544-11-5299,8813766488610,true,4,porttitor
468-09-6643,5794915869540,false,14,fusce consequat
474-42-7780,7598680651417,false,8,ultrices libero
524-50-0937,9630815795019,false,5,vestibulum proin
